kernel,target,phase,entry,symbol,source_bindings,physical_bindings,input_policy,repetitions,numeric,max_absolute_error,max_relative_error,throughput,unit,previous_weft,source,ratio,change_percent,log,local_artifacts,remote_artifacts
mul_mat_q6_k,SG2044,decode,examples/kernels/mul_mat/q6_k_decode.py,production_mul_mat_q6_k_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":2}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,7.83834081e-08,5.179186,GOP/s,5.167174,4.632221,1.118078,0.232,/tmp/weft-closure-regression.cHyRjn/sg2044-027-mul_mat_q6_k-decode.log,/tmp/weft-mul-mat.nkODrt,rvv:/tmp/weft-mul-mat.yGjBBY
iq3_s_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq3_s_q8_k.py,quantized_vec_dot_iq3_s_q8_k,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.917633,GOP/s,1.846076,1.653851,1.159496,3.876,/tmp/weft-closure-regression.cHyRjn/final-k1-001-iq3_s_q8_k-decode.log,/tmp/weft-quantized-vec-dot.D0fnGv,k1:/tmp/weft-quantized-vec-dot.TVktM9
mul_mat_f16,SG2044,prefill,examples/kernels/mul_mat/f16.py,production_mul_mat_f16,"{""KB"":4096,""KC"":4096,""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",dense-fixed-values,10,within-tolerance,0.00253677368,0.0015805389,15.857677,GOP/s,16.849407,15.033602,1.054816,-5.886,/tmp/weft-closure-regression.cHyRjn/sg2044-028-mul_mat_f16-prefill.log,/tmp/weft-mul-mat.oQjUvz,rvv:/tmp/weft-mul-mat.WTer2z
mul_mat_q4_1,SG2044,prefill,examples/kernels/mul_mat/q4_1.py,production_mul_mat_q4_1,"{""MC"":16,""MR"":4,""NC"":32,""NR"":1}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.970119,GOP/s,7.031343,6.264967,1.112555,-0.871,/tmp/weft-closure-regression.cHyRjn/sg2044-029-mul_mat_q4_1-prefill.log,/tmp/weft-mul-mat.BH6eIi,rvv:/tmp/weft-mul-mat.bphSif
mul_mat_q1_0,SG2044,decode,examples/kernels/mul_mat/q1_0_decode.py,production_mul_mat_q1_0_decode,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,11.671501,GOP/s,11.709463,10.371659,1.125326,-0.324,/tmp/weft-closure-regression.cHyRjn/sg2044-030-mul_mat_q1_0-decode.log,/tmp/weft-mul-mat.T3xW6L,rvv:/tmp/weft-mul-mat.rrez3A
mul_mat_iq3_s,K1/X60,decode,examples/kernels/mul_mat/iq3_s.py,production_mul_mat_iq3_s,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,1.917223,GOP/s,1.853882,1.636725,1.171378,3.417,/tmp/weft-closure-regression.cHyRjn/final-k1-002-mul_mat_iq3_s-decode.log,/tmp/weft-mul-mat.qaL4Qo,k1:/tmp/weft-mul-mat.4BOQVr
mul_mat_iq2_s,SG2044,decode,examples/kernels/mul_mat/iq2_s.py,production_mul_mat_iq2_s,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.278927,GOP/s,2.295417,2.025036,1.125376,-0.718,/tmp/weft-closure-regression.cHyRjn/optimized-sg2044-012-mul_mat_iq2_s-decode.log,/tmp/weft-mul-mat.tejz6H,rvv:/tmp/weft-mul-mat.91WaA3
q4_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q4_0_q8_0.py,quantized_vec_dot_q4_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.562470,GOP/s,2.559223,2.229556,1.149319,0.127,/tmp/weft-closure-regression.cHyRjn/k1-020-q4_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.3KAO4s,k1:/tmp/weft-quantized-vec-dot.JIBxSs
iq2_s_q8_k,SG2044,decode,examples/kernels/vec_dot/iq2_s_q8_k.py,quantized_vec_dot_iq2_s_q8_k,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.369991,GOP/s,2.276075,1.969226,1.203514,4.126,/tmp/weft-closure-regression.cHyRjn/optimized-sg2044-013-iq2_s_q8_k-decode.log,/tmp/weft-quantized-vec-dot.UGtuuB,rvv:/tmp/weft-quantized-vec-dot.yKkGB8
mul_mat_q4_0,K1/X60,decode,examples/kernels/mul_mat/q4_0_decode.py,production_mul_mat_q4_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,4.57763672e-05,2.75299067e-07,2.566449,GOP/s,2.560624,2.205897,1.163449,0.227,/tmp/weft-closure-regression.cHyRjn/k1-021-mul_mat_q4_0-decode.log,/tmp/weft-mul-mat.f5vI5E,k1:/tmp/weft-mul-mat.xQQCuS
q3_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q3_k_q8_k.py,quantized_vec_dot_q3_k_q8_k,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.0029296875,3.6079188e-07,2.967503,GOP/s,2.868101,2.435477,1.218448,3.466,/tmp/weft-closure-regression.cHyRjn/k1-022-q3_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.pVtCy4,k1:/tmp/weft-quantized-vec-dot.9AEstm
mul_mat_f32,SG2044,prefill,examples/kernels/dense/gemm_f32.py,gemm_f32,"{""MC"":64,""MR"":4,""NC"":16,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",dense-fixed-values,10,within-tolerance,0,0,9.001753,GOP/s,8.888305,7.432725,1.211097,1.276,/tmp/weft-closure-regression.cHyRjn/sg2044-033-mul_mat_f32-prefill.log,/tmp/weft-mul-mat.5a90q1,rvv:/tmp/weft-mul-mat.O07lBj
q1_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q1_0_q8_0.py,quantized_vec_dot_q1_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.214682,GOP/s,4.537194,3.772297,1.117272,-7.108,/tmp/weft-closure-regression.cHyRjn/k1-023-q1_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.MPv5ZA,k1:/tmp/weft-quantized-vec-dot.KkA04u
mul_mat_q3_k,K1/X60,decode,examples/kernels/mul_mat/q3_k_decode.py,production_mul_mat_q3_k_decode,{},"{""lmul_eighths"":16,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,7.62939453e-05,3.14590394e-07,2.969818,GOP/s,2.881587,2.391775,1.241680,3.062,/tmp/weft-closure-regression.cHyRjn/k1-024-mul_mat_q3_k-decode.log,/tmp/weft-mul-mat.YUkrOo,k1:/tmp/weft-mul-mat.RU6Eg6
iq2_xs_q8_k,K1/X60,decode,examples/kernels/vec_dot/iq2_xs_q8_k.py,quantized_vec_dot_iq2_xs_q8_k,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.225142,GOP/s,2.178688,1.773442,1.254702,2.132,/tmp/weft-closure-regression.cHyRjn/copy-k1-004-iq2_xs_q8_k-decode.log,/tmp/weft-quantized-vec-dot.Sz7hV5,k1:/tmp/weft-quantized-vec-dot.qOklrT
mul_mat_q1_0,K1/X60,decode,examples/kernels/mul_mat/q1_0_decode.py,production_mul_mat_q1_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.215309,GOP/s,4.536049,3.691932,1.141762,-7.071,/tmp/weft-closure-regression.cHyRjn/k1-026-mul_mat_q1_0-decode.log,/tmp/weft-mul-mat.AO2Dda,k1:/tmp/weft-mul-mat.JtwGjR
mul_mat_mxfp4,SG2044,prefill,examples/kernels/mul_mat/mxfp4.py,production_mul_mat_mxfp4,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,7.729776,GOP/s,7.658325,6.224872,1.241757,0.933,/tmp/weft-closure-regression.cHyRjn/sg2044-034-mul_mat_mxfp4-prefill.log,/tmp/weft-mul-mat.FteT0t,rvv:/tmp/weft-mul-mat.kxUMt3
q5_1_q8_1,K1/X60,decode,examples/kernels/vec_dot/q5_1_q8_1.py,quantized_vec_dot_q5_1_q8_1,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.065396,GOP/s,2.062419,1.668792,1.237659,0.144,/tmp/weft-closure-regression.cHyRjn/k1-027-q5_1_q8_1-decode.log,/tmp/weft-quantized-vec-dot.61cqR4,k1:/tmp/weft-quantized-vec-dot.MMscAw
mul_mat_q2_k,K1/X60,prefill,examples/kernels/mul_mat/q2_k.py,production_mul_mat_q2_k,"{""MC"":32,""MR"":1,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":4}",valid-quantized-record-replicated,10,within-tolerance,0.000610351562,1.04400072e-05,2.829457,GOP/s,3.033368,2.452543,1.153683,-6.722,/tmp/weft-closure-regression.cHyRjn/k1-028-mul_mat_q2_k-prefill.log,/tmp/weft-mul-mat.UWcADn,k1:/tmp/weft-mul-mat.SaUs3W
mul_mat_iq2_xs,K1/X60,decode,examples/kernels/mul_mat/iq2_xs.py,production_mul_mat_iq2_xs,"{""NR"":1}","{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.213898,GOP/s,2.182495,1.752529,1.263259,1.439,/tmp/weft-closure-regression.cHyRjn/terminal-k1-000-mul_mat_iq2_xs-decode.log,/tmp/weft-mul-mat.eoLDN2,k1:/tmp/weft-mul-mat.rTlXgs
mul_mat_tq1_0,K1/X60,prefill,examples/kernels/mul_mat/tq1_0.py,production_mul_mat_tq1_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,4.505762,GOP/s,4.313590,3.458089,1.302963,4.455,/tmp/weft-closure-regression.cHyRjn/copy-k1-006-mul_mat_tq1_0-prefill.log,/tmp/weft-mul-mat.n2VJXC,k1:/tmp/weft-mul-mat.TXAiVy
mul_mat_q5_1,K1/X60,decode,examples/kernels/mul_mat/q5_1_decode.py,production_mul_mat_q5_1_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.060515,GOP/s,2.064126,1.653383,1.246242,-0.175,/tmp/weft-closure-regression.cHyRjn/k1-031-mul_mat_q5_1-decode.log,/tmp/weft-mul-mat.BWbAQQ,k1:/tmp/weft-mul-mat.xLVCc5
quantize_row_q8_0,K1/X60,prefill,examples/kernels/quantize/q8_0.py,q8_0_quantize,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,414.612789,MEl/s,413.386035,330.541129,1.254346,0.297,/tmp/weft-closure-regression.cHyRjn/k1-032-quantize_row_q8_0-prefill.log,/tmp/weft-kernel.cbyvTZ,k1:/tmp/weft-kernel.OPZuy2
q5_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q5_0_q8_0.py,quantized_vec_dot_q5_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.265770,GOP/s,2.268274,1.811943,1.250464,-0.110,/tmp/weft-closure-regression.cHyRjn/k1-033-q5_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.sfwv5q,k1:/tmp/weft-quantized-vec-dot.g8voNd
mul_mat_q8_0,K1/X60,decode,examples/kernels/mul_mat/q8_0_decode.py,production_mul_mat_q8_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000137329102,7.89632719e-07,2.650135,GOP/s,2.655383,2.107139,1.257693,-0.198,/tmp/weft-closure-regression.cHyRjn/k1-034-mul_mat_q8_0-decode.log,/tmp/weft-mul-mat.dSZSZ9,k1:/tmp/weft-mul-mat.k1vWAJ
tq2_0_q8_k,K1/X60,decode,examples/kernels/vec_dot/tq2_0_q8_k.py,quantized_vec_dot_tq2_0_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.253765,GOP/s,6.234204,4.936389,1.266870,0.314,/tmp/weft-closure-regression.cHyRjn/k1-035-tq2_0_q8_k-decode.log,/tmp/weft-quantized-vec-dot.4cJQl3,k1:/tmp/weft-quantized-vec-dot.ezM0rw
mul_mat_q5_0,K1/X60,decode,examples/kernels/mul_mat/q5_0_decode.py,production_mul_mat_q5_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.278914,GOP/s,2.273736,1.794935,1.269636,0.228,/tmp/weft-closure-regression.cHyRjn/k1-036-mul_mat_q5_0-decode.log,/tmp/weft-mul-mat.3CiIcO,k1:/tmp/weft-mul-mat.57cTst
q8_0_q8_0,K1/X60,decode,examples/kernels/vec_dot/q8_0_q8_0.py,quantized_vec_dot_q8_0_q8_0,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,2.673845,GOP/s,2.696577,2.126279,1.257523,-0.843,/tmp/weft-closure-regression.cHyRjn/k1-037-q8_0_q8_0-decode.log,/tmp/weft-quantized-vec-dot.bPpK66,k1:/tmp/weft-quantized-vec-dot.cR0Es3
mul_mat_tq2_0,K1/X60,prefill,examples/kernels/mul_mat/tq2_0.py,production_mul_mat_tq2_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.432534,GOP/s,6.352979,4.973980,1.293237,1.252,/tmp/weft-closure-regression.cHyRjn/k1-038-mul_mat_tq2_0-prefill.log,/tmp/weft-mul-mat.VsY1uB,k1:/tmp/weft-mul-mat.WnylXk
mul_mat_tq2_0,K1/X60,decode,examples/kernels/mul_mat/tq2_0_decode.py,production_mul_mat_tq2_0_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.287499,GOP/s,6.222962,4.793486,1.311676,1.037,/tmp/weft-closure-regression.cHyRjn/k1-039-mul_mat_tq2_0-decode.log,/tmp/weft-mul-mat.DLrKnO,k1:/tmp/weft-mul-mat.kaPyGi
quantize_row_q8_1,K1/X60,prefill,examples/kernels/quantize/q8_1.py,q8_1_quantize,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,376.187767,MEl/s,374.959899,287.550932,1.308247,0.327,/tmp/weft-closure-regression.cHyRjn/k1-040-quantize_row_q8_1-prefill.log,/tmp/weft-kernel.S7N3aO,k1:/tmp/weft-kernel.QQaqIr
mul_mat_q6_k,K1/X60,decode,examples/kernels/mul_mat/q6_k_decode.py,production_mul_mat_q6_k_decode,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":2}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,7.83834081e-08,2.446343,GOP/s,3.122822,2.348172,1.041807,-21.662,/tmp/weft-closure-regression.cHyRjn/k1-041-mul_mat_q6_k-decode.log,/tmp/weft-mul-mat.LuAj1V,k1:/tmp/weft-mul-mat.nIyg4r
q5_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q5_k_q8_k.py,quantized_vec_dot_q5_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.00048828125,1.1541925e-07,1.700890,GOP/s,1.700909,1.254589,1.355735,-0.001,/tmp/weft-closure-regression.cHyRjn/k1-042-q5_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.BFL2C0,k1:/tmp/weft-quantized-vec-dot.ktTWKd
mul_mat_q5_k,K1/X60,decode,examples/kernels/mul_mat/q5_k_decode.py,production_mul_mat_q5_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,1.67281608e-07,1.704060,GOP/s,1.703121,1.246182,1.367425,0.055,/tmp/weft-closure-regression.cHyRjn/k1-043-mul_mat_q5_k-decode.log,/tmp/weft-mul-mat.sIAin3,k1:/tmp/weft-mul-mat.wGW6uJ
dequantize_row_q3_k,SG2044,tensor,examples/kernels/dequantize/q3_k.py,row_dequantize_q3_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",finite-random-record-replicated,10,within-tolerance,0,0,332.812726,MEl/s,511.351697,371.344615,0.896237,-34.915,/tmp/weft-closure-regression.cHyRjn/optimized-sg2044-014-dequantize_row_q3_k-tensor.log,/tmp/weft-row-dequantize.maq2rH,rvv:/tmp/weft-row-dequantize.ZGF2kx
mul_mat_q5_1,SG2044,prefill,examples/kernels/mul_mat/q5_1.py,production_mul_mat_q5_1,"{""MC"":16,""MR"":4,""NC"":32,""NR"":1}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,6.157461,GOP/s,6.148944,4.441808,1.386251,0.139,/tmp/weft-closure-regression.cHyRjn/sg2044-036-mul_mat_q5_1-prefill.log,/tmp/weft-mul-mat.T1TC3X,rvv:/tmp/weft-mul-mat.qG7zWf
mul_mat_iq4_nl,SG2044,prefill,examples/kernels/mul_mat/iq4_nl.py,production_mul_mat_iq4_nl,"{""MC"":16,""MR"":4,""NC"":32,""NR"":2}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,9.383889,GOP/s,9.126334,6.574506,1.427315,2.822,/tmp/weft-closure-regression.cHyRjn/sg2044-037-mul_mat_iq4_nl-prefill.log,/tmp/weft-mul-mat.0xtmXa,rvv:/tmp/weft-mul-mat.Fs6J7p
q2_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q2_k_q8_k.py,quantized_vec_dot_q2_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0,0,3.260983,GOP/s,3.447225,2.479582,1.315134,-5.403,/tmp/weft-closure-regression.cHyRjn/k1-044-q2_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.PtDnk1,k1:/tmp/weft-quantized-vec-dot.5wf5Gh
mul_mat_q2_k,K1/X60,decode,examples/kernels/mul_mat/q2_k_decode.py,production_mul_mat_q2_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,6.10351562e-05,1.00195261e-07,3.236262,GOP/s,3.408450,2.448814,1.321563,-5.052,/tmp/weft-closure-regression.cHyRjn/k1-045-mul_mat_q2_k-decode.log,/tmp/weft-mul-mat.hkVcMQ,k1:/tmp/weft-mul-mat.ndCAFE
mul_mat_iq4_xs,K1/X60,prefill,examples/kernels/mul_mat/iq4_xs.py,production_mul_mat_iq4_xs,"{""MC"":16,""MR"":2,""NC"":32,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0.000549316406,5.91296121e-05,2.388214,GOP/s,2.393512,1.717705,1.390352,-0.221,/tmp/weft-closure-regression.cHyRjn/k1-046-mul_mat_iq4_xs-prefill.log,/tmp/weft-mul-mat.DAxhQs,k1:/tmp/weft-mul-mat.4GwDtC
mul_mat_q4_0,SG2044,prefill,examples/kernels/mul_mat/q4_0.py,production_mul_mat_q4_0,"{""MC"":16,""MR"":4,""NC"":32,""NR"":1}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":2,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",valid-quantized-record-replicated,10,within-tolerance,0,0,10.597835,GOP/s,10.547034,7.560868,1.401669,0.482,/tmp/weft-closure-regression.cHyRjn/sg2044-038-mul_mat_q4_0-prefill.log,/tmp/weft-mul-mat.FEakcY,rvv:/tmp/weft-mul-mat.qvedd0
quantize_row_q8_0,SG2044,prefill,examples/kernels/quantize/q8_0.py,q8_0_quantize,{},"{""lmul_eighths"":32,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",fixed-float-mod31,10,bit-exact,,,775.082577,MEl/s,775.413212,544.531422,1.423394,-0.043,/tmp/weft-closure-regression.cHyRjn/sg2044-039-quantize_row_q8_0-prefill.log,/tmp/weft-kernel.jEs3Tq,rvv:/tmp/weft-kernel.LKyhaK
q4_k_q8_k,K1/X60,decode,examples/kernels/vec_dot/q4_k_q8_k.py,quantized_vec_dot_q4_k_q8_k,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0,0,3.387147,GOP/s,3.587296,2.504987,1.352162,-5.579,/tmp/weft-closure-regression.cHyRjn/k1-047-q4_k_q8_k-decode.log,/tmp/weft-quantized-vec-dot.cit5Uu,k1:/tmp/weft-quantized-vec-dot.snnohj
mul_mat_q4_k,K1/X60,decode,examples/kernels/mul_mat/q4_k_decode.py,production_mul_mat_q4_k_decode,{},"{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":8}",valid-quantized-record-replicated,10,within-tolerance,0.000129699707,1.17469838e-06,3.397645,GOP/s,3.560916,2.461816,1.380138,-4.585,/tmp/weft-closure-regression.cHyRjn/k1-048-mul_mat_q4_k-decode.log,/tmp/weft-mul-mat.49S3xw,k1:/tmp/weft-mul-mat.gRvo4q
mul_mat_f32,K1/X60,prefill,examples/kernels/dense/gemm_f32.py,gemm_f32,"{""MC"":64,""MR"":4,""NC"":16,""NR"":4}","{""lmul_eighths"":8,""partial_combine_policy"":""independent-multilevel"",""pipeline_depth"":1,""record_axis_policy"":""within-record"",""scalar_load_prime"":0,""unroll"":1}",dense-fixed-values,10,within-tolerance,0,0,3.838260,GOP/s,3.723850,2.574251,1.491020,3.072,/tmp/weft-closure-regression.cHyRjn/k1-049-mul_mat_f32-prefill.log,/tmp/weft-mul-mat.xTkBR4,k1:/tmp/weft-mul-mat.qw05Vb
