category,kernel,phase,hardware,implementation,shape,median_ms,throughput,throughput_unit
elementwise_activation,div,forward,SG2044,scalar,"hidden[128,4096]",0.800,,
elementwise_activation,div,forward,K1/X60,SpacemiT RVV intrinsic,"hidden[128,4096]",1.992,,
elementwise_activation,scale,forward,SG2044,RVV intrinsic,"hidden[128,4096]",0.983,,
elementwise_activation,scale,forward,K1/X60,RVV intrinsic,"hidden[128,4096]",1.751,,
elementwise_activation,gelu,forward,SG2044,scalar,"ffn[128,14336]",5.114,,
elementwise_activation,gelu,forward,K1/X60,scalar,"ffn[128,14336]",37.761,,
elementwise_activation,silu,forward,SG2044,RVV intrinsic,"ffn[128,14336]",4.113,,
elementwise_activation,silu,forward,K1/X60,RVV intrinsic,"ffn[128,14336]",13.233,,
normalization_reduction,norm,forward,SG2044,scalar,"hidden[128,4096]",3.507,,
normalization_reduction,norm,forward,K1/X60,SpacemiT RVV intrinsic,"hidden[128,4096]",1.688,,
normalization_reduction,rms_norm,forward,SG2044,scalar,"hidden[128,4096]",2.637,,
normalization_reduction,rms_norm,forward,K1/X60,SpacemiT RVV intrinsic,"hidden[128,4096]",1.699,,
normalization_reduction,softmax,forward,SG2044,RVV intrinsic,"attention[heads=32,Q=128,K=128]",4.170,,
normalization_reduction,softmax,forward,K1/X60,RVV intrinsic,"attention[heads=32,Q=128,K=128]",8.349,,
normalization_reduction,sum_rows,forward,SG2044,scalar,"hidden[128,4096]",2.145,,
normalization_reduction,sum_rows,forward,K1/X60,SpacemiT RVV intrinsic,"hidden[128,4096]",0.606,,
layout_memory_indexing,cpy,forward,SG2044,scalar/memcpy,"hidden[128,4096]",0.726,,
layout_memory_indexing,cpy,forward,K1/X60,scalar/memcpy,"hidden[128,4096]",1.030,,
layout_memory_indexing,cont,forward,SG2044,scalar/memcpy,"transpose(hidden[128,4096])",5.574,,
layout_memory_indexing,cont,forward,K1/X60,RVV inline asm,"transpose(hidden[128,4096])",4.251,,
layout_memory_indexing,get_rows,forward,SG2044,scalar,"embedding[vocab=128256,hidden=4096],tokens=128",0.825,,
layout_memory_indexing,get_rows,forward,K1/X60,scalar,"embedding[vocab=128256,hidden=4096],tokens=128",3.362,,
layout_memory_indexing,get_rows_f32,forward,K1/X60,RVV inline asm,"TinyLlama embedding[vocab=32000,hidden=2048],tokens=128",0.691,,
layout_memory_indexing,repeat,forward,SG2044,scalar,"norm_weight[4096]->hidden[128,4096]",0.747,,
layout_memory_indexing,repeat,forward,K1/X60,SpacemiT RVV intrinsic,"norm_weight[4096]->hidden[128,4096]",0.365,,
layout_memory_indexing,concat,forward,SG2044,scalar,"hidden[64+64,4096]",1.008,,
layout_memory_indexing,concat,forward,K1/X60,scalar,"hidden[64+64,4096]",2.018,,
layout_memory_indexing,concat_dim0,forward,K1/X60,SpacemiT scalar,"hidden[128,2048+2048]",3.924,,
attention_position,rope,forward,SG2044,scalar,"q[head_dim=128,heads=32,tokens=128]",1.253,,
attention_position,rope,forward,K1/X60,scalar,"q[head_dim=128,heads=32,tokens=128]",5.237,,
attention_position,flash_attn,forward,SG2044,generic mixed,"Q=128,KV=128,H=32,Hkv=8,D=128",21.667,,
attention_position,flash_attn,forward,K1/X60,generic mixed,"Q=128,KV=128,H=32,Hkv=8,D=128",44.422,,
